FECHA,PLU,DETALLE,VENTA
02/03/2025,7791293047058,acondicionador rescontruccion,3300.0
25/09/2024,7791293047065,acondcionador oleo nutricion,2800.0
02/03/2025,7791293047508,acondicionador restauracion,7500.0
02/03/2025,7791293047515,acondicionador bio nutricion,7500.0
15/03/2025,7791293047669,acond.bomba argan,2500.0
15/03/2025,7791293047676,acond.bomba argan,4000.0
15/03/2025,7791293047690,acond.carbon,2500.0
15/03/2025,7791293047706,ac.carbon,4000.0
15/03/2025,7791293047751,shampoo bomba argan,2500.0
15/03/2025,7791293047768,shampoo bomba argan,4000.0
15/03/2025,7791293047799,shampoo carbon,4000.0
08/07/2024,7791293048024,sport fresh 150ml,4300.0
08/07/2024,7791293048031,invisible antitran.150ml,4500.0
07/10/2024,7791293048468,antitranspirante original,4000.0
07/10/2024,7791293048505,go fresh pera150ml,4000.0
26/03/2025,7791293048536,antitranspirante aerosol 250ml,5900.0
06/05/2025,7791293048543,jabon original90g,2000.0
24/09/2024,7791293049069,jabon tocador sensible,850.0
24/09/2024,7791293049076,jabon tocador bomboo nvo,850.0
24/09/2024,7791293049090,jabon tocador xtracool nvo,850.0
04/11/2024,7791293049144,frescura revita. xtracool,3500.0
04/10/2024,7791293049175,glicerina neutro 90g,1100.0
04/11/2024,7791293049458,antitranspirante antibacteria,3500.0
04/11/2024,7791293049489,antitranspirante v8,3500.0
24/09/2024,7791293049540,active emotion 150ml,3000.0
06/11/2024,7791293049915,sham.keratina antifrizz,4000.0
23/09/2024,7791293049922,acond.keratina 250ml,4000.0
24/04/2025,7791293050386,shampoo bomba ceramidas,3200.0
24/04/2025,7791293050393,shampoo bomba jazmin,3200.0
24/04/2025,7791293050416,sham.bomba deliciosa,3200.0
24/04/2025,7791293050423,acondicionador bomba ceramidas,3200.0
24/04/2025,7791293050430,acondicionador bomba jazmin,3200.0
24/04/2025,7791293050447,acondicionador bomba frutal,3200.0
24/04/2025,7791293050454,acond. bomba deliciosa,3200.0
15/03/2025,7791293050546,crema para peinar rosa300ml,4900.0
15/03/2025,7791293050560,crema para peinar rizos300ml,4900.0
07/03/2025,7791293050645,extra fijacion,6800.0
11/02/2025,7791293050652,gel extra fijacion 150g,3600.0
01/06/2024,7791293050805,jabon jazmin cremoso,3900.0
01/06/2024,7791293050812,jabon lirio azul,3900.0
01/06/2024,7791293050836,jabon rosas francesas,3900.0
07/03/2025,7791293050942,jabon futbol fanatics,2800.0
07/03/2025,7791293050959,jabon nutritive orchid,2800.0
05/05/2025,7791324000069,pitusas limon 160g,1000.0
10/04/2025,7791324156797,coco 170g,800.0
10/04/2025,7791324156827,morochitas con cacao 140g,800.0
10/04/2025,7791324156834,coquitos galle.dulces x170g,800.0
10/04/2025,7791324156919,mini manteca.galle.170g,800.0
10/04/2025,7791324156926,suavecitas 140g,800.0
10/04/2025,7791324156933,marmoladas 170g,800.0
10/04/2025,7791324156995,pepitas 160g,800.0
05/05/2025,7791324157022,pitusas vainilla 160g,1000.0
05/05/2025,7791324157046,pitusas chocolate 160g,1000.0
05/05/2025,7791324157084,pitusas mousse  chocolate 160g,1000.0
05/05/2025,7791324157466,pitusas frutilla 160,900.0
05/05/2025,7791324157527,pitusas jalea frambuesa 140g,1000.0
05/05/2025,7791324157534,pitusas merengue 120,1000.0
10/04/2025,7791324157619,barritas 160g,800.0
05/05/2025,7791324157633,pitusas black chocolate intens,1000.0
10/04/2025,7791324157657,barritas frutos del bosque 160,800.0
25/02/2025,7791324157664,con chips 120g,900.0
02/05/2025,7791337004337,yogur ciruela 1kg,5800.0
02/05/2025,7791337004344,yogur frutilla 1kg,5800.0
02/05/2025,7791337005044,bebible frutilla 100g,2000.0
07/05/2025,7791337005273,leche chocolatada 1L,4800.0
02/05/2025,7791337006157,frutilla 1000g,6400.0
02/05/2025,7791337006171,banana1l,6400.0
18/03/2025,7791337006348,natural 300g,4600.0
02/05/2025,7791337006607,postre chocolate 95g,2700.0
02/09/2024,7791337006935,estilo griego frutilla 125g,2900.0
02/09/2024,7791337006966,estilo griego vainilla 125g,2900.0
02/05/2025,7791337007161,yogur firme frutiilla 120g,700.0
02/05/2025,7791337007178,firme vainilla 120g,700.0
25/07/2024,7791337007222,leche cho. 50%mas cacao 1l,5500.0
02/05/2025,7791337007246,firme vainilla190g,2900.0
04/04/2025,7791337007253,leche con cacao 1L,4800.0
02/05/2025,7791337007314,cremix frutilla 120g,2200.0
02/05/2025,7791337007321,cremix vainilla120g,2200.0
01/04/2025,7791337007352,clasico firme vainilla 120g,1250.0
01/04/2025,7791337007369,clasico yogur batido 120g,1250.0
27/06/2024,7791337007376,batido durazno 120g,750.0
02/05/2025,7791337007383,yogur batido con rocklets 164g,2900.0
02/05/2025,7791337007390,yogur batido con cereales 159g,2900.0
02/05/2025,7791337007420,firme vainilla120g,1350.0
02/05/2025,7791337007437,firme frutilla 120g,1350.0
02/05/2025,7791337007444,firme vainilla 190g,2000.0
02/05/2025,7791337007451,firme frutilla 190g,2000.0
02/05/2025,7791337007574,firme frutilla120g,2200.0
02/05/2025,7791337007581,firme vainilla 120g,2200.0
02/05/2025,7791337007611,firme entero frutilla 190g,3500.0
02/05/2025,7791337007628,firme vainilla 190g,3500.0
30/09/2024,7791337007642,yogur con cereales166g,2400.0
08/03/2025,7791337007659,GRANOLA CON CEREAL168G,3900.0
02/05/2025,7791337007697,descremada con cereales 157g,2900.0
02/09/2024,7791337007727,clasico yogur con frutilla 140,1500.0
04/02/2025,7791337007765,yogur clasico vainilla des 190,1800.0
02/05/2025,7791337007772,clasico firme des.frutilla190g,2000.0
02/11/2024,7791337007789,yogur c/cereales berries155g,4250.0
07/05/2025,7791337007796,cindor mocha1l,4800.0
02/05/2025,7791337007802,frutilla 100g,2200.0
02/05/2025,7791337007819,multifruta 100g,2200.0
02/05/2025,7791337007826,multifruta 100g,2200.0
02/05/2025,7791337007833,postre choco.blanco 95g,2700.0
02/05/2025,7791337007840,postre amrgo 95g,2700.0
02/05/2025,7791337007864,firme frutilla 190g,2900.0
02/05/2025,7791337007963,kids mix frutal100g,2200.0
02/05/2025,7791337007970,PLUS guarara y froto rojo 100g,2200.0
02/09/2024,7791337008014,estilo griego lem125g,2900.0
02/09/2024,7791337008052,reducido lactosa frutilla 900g,3100.0
02/05/2025,7791337008076,postre ffs chocolata 95g,2700.0
02/05/2025,7791337008083,postre ffs dulce de leche 95g,2700.0
02/05/2025,7791337008090,postre crema americana 95g,2700.0
02/05/2025,7791337008106,postre DDL&crema 100g,2700.0
01/04/2025,7791337008120,mousse choco 80g,2600.0
01/04/2025,7791337008137,mousse ddl 80g,2600.0
02/05/2025,7791337008144,yogur frutilla 900g sachet,6400.0
02/05/2025,7791337008151,yogur vainilla900g,5800.0
02/05/2025,7791337008168,flan abuela vainilla 95g,2700.0
01/10/2024,7791337008175,postre chocolate 95g,2100.0
16/05/2024,7791337008199,postre ddl 95g,1750.0
29/08/2024,7791337008205,flan con caramelo vainilla 95g,1800.0
02/05/2025,7791337008212,yogur cremoso vainilla 120g,700.0
02/05/2025,7791337008229,entero sachet frutilla 900g,6400.0
02/05/2025,7791337008236,yogur cremoso 120g,700.0
02/05/2025,7791337008243,entero sachet vainilla 900g,6400.0
02/05/2025,7791337008274,yogur con cereales154g,1300.0
02/11/2024,7791337008281,yogur vainilla 900g,2700.0
02/11/2024,7791337008304,yogur entero frutilla 900g,2700.0
02/05/2025,7791337008311,yogur clasico vainilla 900g,3900.0
02/05/2025,7791337008335,yogur clasico frutilla 900g,3900.0
19/12/2024,7791337008342,yogur clasico durazno 900g,3400.0
02/09/2024,7791337008366,yogur clasico vainilla descrem,2900.0
02/11/2024,7791337008380,yogur clasico frutilla des.900,3200.0
21/09/2024,7791337008434,postre vainilla95g,1700.0
07/06/2024,7791337008441,postre ffs dulce de leche 100g,1700.0
02/05/2025,7791337008472,postre con rocklets 120g,4200.0
02/05/2025,7791337008489,postre chocobombas 118g,4200.0
07/12/2024,7791337008502,postre vainilla 95g,1300.0
07/12/2024,7791337008519,postre chocolate 95g,1300.0
08/03/2025,7791337008564,calcio batido vainilla 120g,2700.0
22/03/2025,7791337008588,batido colchon 175g,3900.0
02/05/2025,7791337008601,batido natural endulzado 190g,3500.0
02/05/2025,7791337008618,entero sachet vainilla 1100g,6400.0
02/05/2025,7791337008625,sachet  entero frutilla1100g,5100.0
02/05/2025,7791337008632,yogur entero frutilla 1100g,3900.0
02/05/2025,7791337008649,yogur entero vainilla 1100g,3900.0
02/05/2025,7791337008656,vainilla 80.5g,1350.0
02/05/2025,7791337008663,frutilla 80.5g,1350.0
02/05/2025,7791337008670,botellita frutilla 100g,2000.0
02/05/2025,7791337008687,botellita vainilla 100g,2000.0
02/05/2025,7791337008694,botella frutilla185g,3100.0
02/05/2025,7791337008700,botella vainilla185g,3100.0
02/11/2024,7791337009387,botella frutilla 190g,3400.0
06/12/2024,7791337009394,yogur mazana frutilla 900g,5500.0
02/05/2025,7791337009400,yogur ciruela 900g,5800.0
02/05/2025,7791337009424,kids marvel frutilla 100g bote,2200.0
02/05/2025,7791337009622,yogur sachet vainilla 900g,5800.0
02/05/2025,7791337009639,yogur sachet frutilla 900g,5800.0
02/05/2025,7791337009684,yogur entero frutilla 900g,2300.0
02/05/2025,7791337009691,yogur vainilla 900g,2300.0
23/01/2025,7791337009783,entero batido natural 190g,3200.0
02/05/2025,7791337060500,vainilla 100g,2000.0
29/04/2025,7791337061361,queso crema entero 290g,4500.0
01/04/2025,7791337061378,queso crema entero 480g,7900.0
26/04/2025,7791337061385,crema light 290g,4900.0
01/04/2025,7791337061392,light 480g,7900.0
01/04/2025,7791337061408,reducido en latosa 290g,5600.0
02/09/2024,7791337061422,queso blanco comun 290g,3200.0
02/09/2024,7791337061439,queso blanco light 290g,3200.0
02/09/2024,7791337061446,queso blanco entero 195g,2350.0
01/04/2025,7791337061491,queso crema clasico 500g,7900.0
01/04/2025,7791337061507,queso crema balance 500g,7900.0
02/09/2024,7791337606128,yogur firme frutilla190g,1500.0
27/02/2025,7791359130045,reloj 32g,1100.0
27/02/2025,7791359130069,askirata 32g,1100.0
02/11/2024,7791359140310,sobre ruedas 16g,800.0
18/07/2024,7791386000816,pepas 170g,400.0
05/01/2025,7791415001289,economica 10u,1200.0
16/08/2024,7791416001240,sabor carne,3900.0
16/08/2024,7791416001301,gatos adulto pescado,2100.0
16/08/2024,7791416001318,gatos adultos pescado,3700.0
16/08/2024,7791416065655,pollo carne cereales y arroz,3900.0
16/08/2024,7791416065969,cachorro carne cereal y leche,4500.0
16/08/2024,7791416065983,gatos adul carne pescado arroz,2100.0
16/08/2024,7791416065990,gatos adulto carne pescado arr,3700.0
12/09/2024,7791416066089,gatos adultos pollo y leche,2300.0
16/08/2024,7791416066096,gatos adultos pollo y leche,3700.0
16/08/2024,7791416066720,razas pequenas carne,3900.0
16/08/2024,7791416069202,perro carne 1.5kg,2900.0
16/08/2024,7791416069257,gato pescado x500g,1400.0
29/06/2024,7791422000268,semola 400g,1200.0
01/04/2025,7791422000497,sopa garaguaya 900g,1800.0
04/02/2025,7791422000688,rebozador horno 400g,800.0
16/07/2024,7791422002231,sopa paraguaya400g,900.0
29/04/2025,7791451071000,dulce de batata vainilla 500g,2100.0
29/04/2025,7791451080040,dulce de membrillo 500g,2500.0
29/04/2025,7791451801157,dulce de batata chocolate 500g,2100.0
29/04/2025,7791473000019,pionono tradicional 200g,1900.0
03/07/2024,7791473000651,bizcochuelo chocolate x450g,4900.0
26/06/2024,7791473000804,bizcochuelo vainilla 450g rect,3300.0
05/03/2025,7791519000676,preservativo extra lubricado,3500.0
05/03/2025,7791519200045,preservativos super fino,3500.0
05/03/2025,7791519200069,preservativos texturado,3500.0
05/03/2025,7791519200090,preservativos tachas,3500.0
05/03/2025,7791519701030,preservativos mega,3500.0
05/03/2025,7791519701061,preservativo ultra fino,3500.0
05/03/2025,7791519701856,preservativos warming,3500.0
12/08/2024,7791520009675,desodorante en polvo original,2500.0
12/08/2024,7791520009682,deso.polvo suavidad delizada,2500.0
12/08/2024,7791520009699,deso.polvo hombre original,2500.0
15/07/2024,7791520009705,deso.polvo proteccion fresca,2500.0
12/08/2024,7791520009712,veritas efi/polvo pedico120g,2600.0
09/10/2024,7791533840067,4 velas parafina,2500.0
09/10/2024,7791533840098,vela rojo 4u,2800.0
09/10/2024,7791533843051,velas 4U.,1800.0
28/12/2024,7791540044090,select reserve chardonnay 750m,6800.0
28/12/2024,7791540044106,select reserve malbec 750ml,6800.0
10/03/2025,7791540044502,art 1,5400.0
28/12/2024,7791540044519,art 2,5400.0
28/12/2024,7791540044526,art 3,5400.0
28/12/2024,7791540044540,viognier dulce 750ml,5600.0
28/12/2024,7791540044557,syral rose 750ml,5600.0
28/12/2024,7791540045721,blend tinto 750ml,5600.0
28/12/2024,7791540047855,art 391 cabernet 750ml,5400.0
28/12/2024,7791540047862,art 391 malbec 750ml,5400.0
28/12/2024,7791540047909,blanco dulce 750ml,4400.0
10/03/2025,7791540048500,select reserve cabernet sauvig,6800.0
28/12/2024,7791540049590,#8 chocolat 750ml,5400.0
28/12/2024,7791540049767,select reserve BLEND 750ml,6800.0
28/12/2024,7791540050251,#6 honey 750ml,5400.0
01/08/2024,7791540051838,7 sweet,3300.0
28/12/2024,7791540053153,evol blue,2000.0
28/12/2024,7791540053160,itania limonata,2000.0
28/12/2024,7791540053177,itania pomelata,2000.0
28/12/2024,7791540053184,evol blue new,2900.0
28/12/2024,7791540053191,italian limonata,2900.0
28/12/2024,7791540053207,italian pomelata,2900.0
28/05/2024,7791540053351,vino tinto 1L,2400.0
28/05/2024,7791540053368,vino blanco 1L,2400.0
27/02/2025,7791560001158,whisky 1L,6200.0
31/08/2024,7791560040126,cuvee extra brut 750ml,8900.0
11/11/2024,7791579069323,tomates peritas 400g,1300.0
08/04/2025,7791599000122,harina de trigo 000 1kg,850.0
12/07/2024,7791599014495,fideos guisero 500g,750.0
02/07/2024,7791600018344,deodorant spray pour homme,4200.0
10/03/2025,7791600018450,deodorant spray pour homme,5500.0
02/07/2024,7791600030346,desodorante celete,4200.0
02/07/2024,7791600030452,desodorante 186ml,5300.0
07/12/2024,7791600037239,deodorant spray pour homme,4200.0
10/03/2025,7791600037345,deodorant pour homme,5500.0
23/04/2025,7791600060473,deodorat spray,4500.0
02/07/2024,7791600064129,nuit edt 50ml,15000.0
02/07/2024,7791600064563,nuit deodorant spray,5300.0
28/09/2024,7791600072070,desodorante aerosol,4900.0
24/08/2024,7791600127350,EDT 60ml,10000.0
02/07/2024,7791600154363,noir deodorant spray,5300.0
24/08/2024,7791600173029,eau de toilette vap.90ml,8500.0
17/06/2024,7791600173357,desodorante aerol 150ml,3500.0
14/08/2024,7791600174651,deodorant spray 150ml,3900.0
01/06/2024,7791600174767,deodorant spray 250ml,4800.0
14/08/2024,7791600192372,deodorant spray 150ml,3900.0
02/07/2024,7791600295240,magic deodorat spray,4200.0
16/09/2024,7791600596460,absolute150ml,4200.0
17/06/2024,7791600620240,desodorante futbol 150ml,3500.0
02/07/2024,7791600962371,rose deodorant spray,4200.0
14/08/2024,7791620009803,margarina vegetal 200g,1550.0
14/08/2024,7791620009810,clasica pan 500g,3650.0
10/10/2024,7791620009858,soft light 200g,2200.0
15/08/2024,7791620186979,pan comun200g,1500.0
19/04/2025,7791620187235,ketchup 50g,600.0
14/08/2024,7791620187457,margarina equillibrio 200g,2100.0
10/10/2024,7791620187471,dorada pote 210g,2200.0
23/01/2025,7791620187686,mostaza 220g,1100.0
02/01/2025,7791620187693,ketchup 220g,1500.0
05/04/2025,7791620187709,salsa golf 209g,1500.0
02/01/2025,7791620187716,barbacoa 220g,1500.0
23/03/2025,7791620187761,soft light 210g,2300.0
23/03/2025,7791620187778,dorada cremosa 210g,2300.0
19/04/2025,7791620187808,clasica pan 200g,2000.0
19/04/2025,7791620187822,margarina vegetal 200g,1800.0
15/08/2024,7791620187860,untable pan 200g,2000.0
16/02/2025,7791664000149,capellettis carne 500g,2500.0
26/04/2025,7791664000156,ravioles carne y verdura  500g,2500.0
29/04/2025,7791664000248,noquis de papas 1kg,3700.0
26/04/2025,7791664000286,ravioles ricotta 500g,2500.0
26/04/2025,7791664000293,ravioles verdura 500g,2500.0
26/04/2025,7791664000316,ravioles 4quesos 500g,2500.0
29/04/2025,7791664000453,noquis de papa 500g,2500.0
26/04/2025,7791664000644,ravioles pollo verdura 500g,2500.0
16/02/2025,7791664000651,capellettis 4queso 500g,2500.0
29/04/2025,7791664000668,ravioles pollo verdura 1kg,4100.0
29/04/2025,7791664000873,ravioles jamon muzzarella 1kg,4100.0
26/04/2025,7791664000934,ravioles jamon muzzarella 500g,2500.0
29/04/2025,7791664001016,capellettis carne 1kg,4100.0
29/04/2025,7791664006301,ravioles 4 quesos 1kg,4100.0
29/09/2024,7791670026591,sparking wine extra brut 750ml,5500.0
29/09/2024,7791670026614,champ.dulce 750ml,5500.0
29/09/2024,7791670026621,sparking wine extra dulce 750m,5500.0
29/09/2024,7791670026638,sprking wine rosado dulce 750m,5500.0
29/09/2024,7791670026737,sparking wine extra dulce750ml,5500.0
07/09/2024,7791670027475,vino clasico tinto 750ml,2250.0
23/01/2025,7791670027482,vino tinto clasico 1125ml,3000.0
05/08/2024,7791670027710,federico de alvear spritz,6300.0
05/08/2024,7791670027734,federico de alvear strawberry,6300.0
05/08/2024,7791670027758,federico de alvear sweet,6300.0
23/03/2025,7791672000735,espumita miel 300g,1400.0
23/03/2025,7791672000759,marmoladas 350g,1500.0
23/03/2025,7791672000827,yayita chips 275g,1500.0
30/04/2025,7791672001008,horoscopo chocolate 300g,1600.0
23/10/2024,7791672014404,horoscopo chocolate 240g,1100.0
29/04/2025,7791675350011,aceituna verdes 100g,1000.0
29/04/2025,7791675908229,pepinos agridulces 360g,11000.0
29/06/2024,7791675908847,aceitunas verdes 170g,1300.0
04/07/2024,7791680101257,yerba mate 500g,1700.0
11/05/2024,7791690000298,tardia blanco dulce750ml,2000.0
02/03/2025,7791690709030,malbec 750ml,2300.0
02/03/2025,7791690709054,tannat 750ml,2300.0
02/03/2025,7791690709078,caberet sauvigon 750ml,2300.0
02/03/2025,7791690709092,torrontes 750ml,2300.0
02/03/2025,7791690709115,syrah 750ml,2300.0
02/03/2025,7791690711194,merlot 750ml,2300.0
02/03/2025,7791690712160,rosado 750ml,2300.0
02/03/2025,7791690713075,torrontes dulce 750ml,2300.0
24/09/2024,7791690716601,tinto 750ml,2000.0
14/03/2025,7791728000115,chenin dulce 750ml,7800.0
07/01/2025,7791728243857,vino malbec750ml,5300.0
07/01/2025,7791728243871,cabernet sauvigion 750ml,5300.0
07/01/2025,7791728243932,vino syrah 750ml,5300.0
07/01/2025,7791728243956,vino merlot 750ml,5300.0
14/03/2025,7791728247091,chenin dulce 750ml,7800.0
06/03/2025,7791728247114,malbec 750ml,5300.0
15/03/2025,7791762486333,Repuesto de 24 hojas,3900.0
26/02/2025,7791787000149,trichips,1200.0
26/02/2025,7791787000644,floritas membrillo,1200.0
02/04/2025,7791787000705,trichoc pepas,1300.0
07/05/2025,7791787001085,chocolatina,2500.0
17/04/2025,7791787001108,oskito palitos banados 300g,1700.0
07/05/2025,7791787001153,chocotrio,1700.0
31/07/2024,7791787100276,variette,500.0
31/07/2024,7791787100733,pepas alemanas,600.0
26/02/2025,7791787100924,pepas,1100.0
26/02/2025,7791787101020,glasy pepas nvo,1200.0
26/02/2025,7791787101037,pepas con chips,1200.0
26/02/2025,7791787101044,galletitas besitos 300g,1200.0
07/08/2024,7791813000020,naranja,3400.0
17/04/2025,7791813080039,pomelo light 1.5L,2350.0
27/03/2025,7791813111214,energia 500ml,2800.0
21/11/2024,7791813402015,pomelada sin gas 500ml,800.0
11/04/2025,7791813403012,pomelada sin gas 1.5L,1500.0
30/01/2025,7791813403029,limoneto sin gas 1.5L,1500.0
30/01/2025,7791813403036,manzanella sin gas 1.5L,1500.0
30/01/2025,7791813405016,pomelo sin gas,1800.0
30/01/2025,7791813405023,limoneto sin gas 2L,1800.0
11/04/2025,7791813405030,manzanella sin gas,1800.0
17/04/2025,7791813421368,tonica 1.5L,2350.0
17/04/2025,7791813421382,pomelo 1.5L,2350.0
07/08/2024,7791813423058,cola black,2700.0
07/08/2024,7791813423317,manzana,2700.0
01/05/2025,7791813423386,pomelo 2.25L,2900.0
07/08/2024,7791813423966,pomelo,2700.0
07/08/2024,7791813424185,pomelo,3400.0
09/04/2025,7791813434412,lima limon free,2300.0
22/04/2025,7791813434450,lima limon free 2.25L nvo,2900.0
15/08/2024,7791813444381,lima limon 500ml,1100.0
09/04/2025,7791813444411,lima limon 1.5L,2300.0
22/04/2025,7791813444459,lima limon 2.25L nvo,2900.0
23/01/2025,7791813444473,lima limon 3L,3700.0
13/08/2024,7791813555025,cola lata,1100.0
17/07/2024,7791813555032,cola,1100.0
07/08/2024,7791813555049,cola,2100.0
07/08/2024,7791813555056,cola,2700.0
05/04/2025,7791813777021,lima limon 354ml,1300.0
17/04/2025,7791813777052,lima limon 2.25L,2900.0
07/09/2024,7791813800774,tonica 269ml,1000.0
30/01/2025,7791813828419,cola black 1.5L,2300.0
01/05/2025,7791813888338,pomelo2.45l,2900.0
23/01/2025,7791813888468,cola,2300.0
23/01/2025,7791813888475,cola,3700.0
17/04/2025,7791813900115,lima limon free 2.25L,2900.0
07/08/2024,7791813969587,cola,2100.0
30/10/2024,7791822625054,BOWL ACQUAMARINE 635ML,2000.0
13/05/2024,7791828000046,papel higienico 4x30mts,2000.0
13/05/2024,7791828000138,rollo cocina120panos,2300.0
01/04/2025,7791830000058,arroz largo fino 500gr,1100.0
30/04/2025,7791830000065,arroz largo fino 1kg,1900.0
16/09/2024,7791843008294,vinto tinto 1125ml,3300.0
28/10/2024,7791854200205,papel perfumado 4X30M,1800.0
17/03/2025,7791866000558,mayonesa 237g,950.0
09/04/2025,7791866000589,mayonesa 950g,3600.0
26/03/2025,7791866001197,mayonesa x125g,750.0
05/04/2025,7791866001203,mayonesa 250cm3,1500.0
07/05/2025,7791866001357,mayonesa x950g,6000.0
18/04/2025,7791866001364,mayonesa 500g,3000.0
13/03/2025,7791866001838,mayonesa 125ml,990.0
12/09/2024,7791866003283,mayonesa oliva 250ml,2200.0
25/03/2025,7791885000096,palmitos en trozos 400g,2900.0
18/03/2025,7791885001208,atun desmenuzado aceite 170g,1800.0
18/03/2025,7791885001550,atun desmenuzado natural 170g,1800.0
02/03/2025,7791885004087,lomitos de atun al natural 170,2900.0
02/03/2025,7791885004094,lomitos de atun aceite 170g,2900.0
29/04/2025,7791885004810,ananas rodajas comunes 836g,6900.0
21/08/2024,7791885005442,caballa en aceite 380g,3000.0
01/04/2025,7791885413384,choclos en granos amarillo 300,1500.0
14/06/2024,7791905001393,jabon liquido 800ml,2900.0
11/03/2025,7791905002451,"suavizante floor,silver 3l",8500.0
01/11/2024,7791905003335,jabon liquido 3L,8500.0
04/11/2024,7791905003366,jabon liquido 3L d.pack,8500.0
04/11/2024,7791905003373,suavizante 3L doy pack,8500.0
07/04/2025,7791905004196,mujer fresh 150ml,2000.0
17/09/2024,7791905004486,polvo limpiador 400g,2400.0
28/10/2024,7791905022602,aromatizante 250ml,3100.0
23/10/2024,7791905022619,aromatizante para ropa 250ml,2000.0
07/04/2025,7791905022787,roll sport 50ml,1500.0
11/03/2025,7791905022855,"jabon liq,violeta 250ml",1700.0
14/04/2025,7791905022930,acondicionador ceramidas 900ml,2200.0
28/10/2024,7791905022961,acondicionador balance 900ml,2200.0
27/07/2024,7791905023029,jabon liquido verbena 250ml,2000.0
07/04/2025,7791905023067,nutricion,900.0
07/04/2025,7791905023074,ac.bamboo d.pack 300ml,900.0
07/04/2025,7791905023081,balance,900.0
07/04/2025,7791905023111,hidratacion,900.0
07/04/2025,7791905023128,ceramidas,900.0
07/04/2025,7791905023135,fruta d.pack,900.0
26/08/2024,7791905023203,lavandina 1L,950.0
13/03/2025,7791905023210,lavandina comun 2L,2000.0
05/09/2024,7791905023227,lavandina comun 4l,3500.0
25/05/2024,7791905023609,alcohol en gel 220ml,500.0
01/03/2025,7791905024583,sh. ceremida 900ml,2400.0
01/03/2025,7791905024590,sh.nutricion 900ml,2400.0
01/03/2025,7791905024606,shampoo hidratacion 900ml,2400.0
01/03/2025,7791905024613,sh. balance 900ml,2400.0
01/03/2025,7791905024620,ac ceramidas 900ml,2400.0
01/03/2025,7791905024637,acondicionador nutricion,2400.0
01/03/2025,7791905024644,acondicionador hidratacion,2400.0
01/03/2025,7791905024651,acondicionador balance,2400.0
01/03/2025,7791905024682,shampoo manzana,2400.0
01/03/2025,7791905024699,acondicionador manzana,2400.0
07/04/2025,7791905024705,antitrans. energy,2000.0
04/02/2025,7791954000026,panrallado 400g,750.0
01/04/2025,7791954001016,semola fina 400g,1000.0
09/05/2024,7791954002174,rebozador 400g,670.0
26/01/2025,7791969029807,men anti .sensitive protect,3500.0
06/05/2024,7791969850616,protector labial original,4950.0
23/10/2024,7792023000015,fluido 700ml,9900.0
23/10/2024,7792023000022,fluido 350ml,4800.0
30/10/2024,7792023921501,fluido desinfectante 500ml,3900.0
29/04/2025,7792023921778,manchester350ml,5500.0
30/06/2024,7792070000495,aceituna rellena morron200g,3200.0
01/08/2024,7792070001065,aceituna descarozada 190g,2000.0
01/08/2024,7792070001072,aceituna rellenas morron 190g,2000.0
01/08/2024,7792070001102,aceituna descarozada 300g,2000.0
01/11/2024,7792070001119,aceitunas verdes 300g,1900.0
01/08/2024,7792070001287,aceituna en rodajas 300g,2100.0
30/06/2024,7792070004523,aceitunas verdes 330g,2900.0
01/11/2024,7792070011149,aceituna negra dp300g,2100.0
01/08/2024,7792070054115,aceituna para ensalada300g,1900.0
07/03/2025,7792081003605,cubiertos para ninos x3,7000.0
06/05/2025,7792129004535,endulzante 200ml,2100.0
20/09/2024,7792129004542,endulzante 400ml,2800.0
07/04/2025,7792150000148,super cebo en grano 100g,4500.0
07/04/2025,7792150010024,cebo en granos 100g,4500.0
30/10/2024,7792150010031,cebo en granos 200g,5300.0
02/03/2025,7792170042005,manzana,1500.0
02/03/2025,7792170042012,naranja,1500.0
02/03/2025,7792170042029,sabor frutas tropicales,1500.0
02/03/2025,7792170042050,lima limon,1500.0
02/03/2025,7792170042241,uva,1500.0
02/03/2025,7792170042258,cool blue,1500.0
16/10/2024,7792170052264,cool blue,1800.0
16/10/2024,7792170052271,manzana,1800.0
16/10/2024,7792170052295,frutas tropicales,1800.0
07/08/2024,7792170110551,naranja,2250.0
07/08/2024,7792170110568,frutas tropicales,2250.0
07/08/2024,7792170110575,manzana,2250.0
07/08/2024,7792170110704,cool blue,2250.0
13/06/2024,7792170555314,avena extrafina 470g,3800.0
13/06/2024,7792170555413,avena integral tradicional 550,3800.0
13/06/2024,7792170555420,avena instantanea 500g,3800.0
23/08/2024,7792180001528,harina 000 1kg,900.0
08/02/2025,7792180001641,aceite girasol 900ml,3200.0
12/04/2025,7792180001665,aceite girasol 1.5L,4400.0
24/08/2024,7792180004512,harina 000 1kg,800.0
07/05/2025,7792180004567,harina para pizza 1kg,1700.0
15/07/2024,7792180004758,pan rallado 1kg,1900.0
03/07/2024,7792180004833,premezcla pizza500g,1200.0
12/04/2025,7792180004871,harina 0000 1kg,1250.0
07/04/2025,7792180004888,harina leudante ultra refinada,1400.0
07/05/2025,7792180005632,premezcla chipa 250g,2200.0
08/08/2024,7792180006448,cracker 300g,800.0
08/08/2024,7792180006455,mini salvado 300g,1000.0
08/08/2024,7792180007254,crakers sin sal 300g,1000.0
06/08/2024,7792180007285,sesamo 300g,1100.0
06/08/2024,7792180007315,crackers 5 semillas 300g,1100.0
06/08/2024,7792180007346,crackers mix cereales 300g,1100.0
